City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,Avarua,-21.2078,-159.775,73.45,94,75,14.97,CK,1659015541
82,Lebu,-37.6167,-73.65,49.78,79,0,7.27,CL,1659015541
83,Port Lincoln,-34.7333,135.8667,53.87,81,99,14.32,AU,1659015541
84,Havre-St-Pierre,50.2334,-63.5986,62.96,77,100,11.5,CA,1659015541
85,Kavieng,-2.5744,150.7967,82.92,77,99,18.77,PG,1659015542
86,Chui,-33.6971,-53.4616,54.52,95,100,12.39,UY,1659015542
87,Port-Gentil,-0.7193,8.7815,82.36,65,40,11.5,GA,1659015542
88,Pevek,69.7008,170.3133,39.85,77,93,5.75,RU,1659015543
89,Hong Kong,22.2855,114.1577,89.38,77,97,11.01,HK,1659015526
90,Porto-Novo,6.4965,2.6036,80.42,64,100,15.19,BJ,1659015543
91,Morant Bay,17.8815,-76.4093,83.71,78,2,7.09,JM,1659015543
92,Belmonte,-15.8631,-38.8828,74.73,66,66,3.4,BR,1659015544
93,Iquique,-20.2208,-70.1431,59.04,69,6,5.77,CL,1659015544
94,Saskylakh,71.9167,114.0833,67.75,54,100,3.74,RU,1659015532
95,Yuncheng,35.0231,110.9928,79.18,58,0,5.66,CN,1659015544
96,Rocha,-34.4833,-54.3333,51.82,95,100,13.8,UY,1659015545
97,Belaya Gora,68.5333,146.4167,47.05,60,25,9.82,RU,1659015545
98,São Filipe,14.8961,-24.4956,80.15,81,53,8.68,CV,1659015545
99,Bud,39.447,-86.1758,77.76,86,100,4.52,US,1659015546
100,Kuusamo,65.9667,29.1833,57.24,72,100,8.05,FI,1659015546
101,Broome,42.2506,-75.833,79.09,80,46,5.99,US,1659015546
102,Newark,40.7357,-74.1724,83.44,82,75,8.05,US,1659015476
103,Kahului,20.8947,-156.47,76.84,69,0,11.5,US,1659015540
104,Windhoek,-22.5594,17.0832,75.69,16,0,16.11,NA,1659015547
105,Arlit,18.7369,7.3853,103.37,20,88,10.11,NE,1659015547
106,Paita,-5.0892,-81.1144,65.68,78,63,12.68,PE,1659015547
107,Upernavik,72.7868,-56.1549,41.56,82,100,1.28,GL,1659015548
108,Noumea,-22.2763,166.4572,60.78,77,1,5.01,NC,1659015548
109,Qaanaaq,77.484,-69.3632,38.68,72,12,0.85,GL,1659015548
110,Souillac,-20.5167,57.5167,71.98,73,40,10.36,MU,1659015549
111,Athabasca,54.7169,-113.2854,59.41,80,0,6.26,CA,1659015549
112,Puerto Ayora,-0.7393,-90.3518,70.61,88,100,11.9,EC,1659015549
113,South Valley,35.0101,-106.6781,73.83,63,75,8.05,US,1659015334
114,Vestmannaeyjar,63.4427,-20.2734,52.79,76,75,13.8,IS,1659015549
115,Alyangula,-13.8483,136.4192,68.88,88,98,11.52,AU,1659015550
116,Pacific Grove,36.6177,-121.9166,55.69,96,100,8.99,US,1659015550
117,George Town,5.4112,100.3354,85.95,89,40,5.01,MY,1659015550
118,Lorengau,-2.0226,147.2712,81.48,79,71,9.22,PG,1659015551
119,Pucallpa,-8.3791,-74.5539,77.04,94,20,2.3,PE,1659015551
120,Vorontsovka,50.6132,40.3549,80.58,54,95,6.87,RU,1659015551
121,Wanning,18.8003,110.3967,82.02,80,1,5.95,CN,1659015552
122,Saint Anthony,45.0205,-93.218,65.21,77,0,14.97,US,1659015552
123,Kaeo,-35.1,173.7833,45.32,93,4,6.85,NZ,1659015552
124,Bengkulu,-3.8004,102.2655,79.16,83,87,2.75,ID,1659015553
125,Galiākot,23.5167,74.0,85.46,68,63,7.61,IN,1659015553
126,Sémbé,1.6481,14.5806,79.39,69,100,3.27,CG,1659015553
127,Domoni,-12.2569,44.5319,76.28,73,49,9.55,KM,1659015553
128,Kapaa,22.0752,-159.319,73.72,93,75,5.75,US,1659015554
129,Bafia,4.75,11.2333,76.55,88,66,7.74,CM,1659015265
130,The Valley,18.217,-63.0578,86.09,65,20,17.27,AI,1659015554
131,Tiksi,71.6872,128.8694,56.59,98,100,5.61,RU,1659015554
132,Goderich,43.7501,-81.7165,71.92,88,3,9.22,CA,1659015555
133,Ilulissat,69.2167,-51.1,46.42,71,20,3.44,GL,1659015555
134,Calvià,39.5657,2.5062,92.41,55,0,7.34,ES,1659015555
135,Deputatsky,69.3,139.9,50.7,52,95,4.14,RU,1659015556
136,Saint George,37.1041,-113.5841,74.95,83,0,4.61,US,1659015557
137,Klaksvík,62.2266,-6.589,56.32,82,93,18.16,FO,1659015557
138,San Miguel,13.4833,-88.1833,76.66,100,40,2.3,SV,1659015557
139,Dingle,10.9995,122.6711,78.06,88,100,5.73,PH,1659015558
140,Alanya,36.5438,31.9998,87.93,50,0,4.88,TR,1659015558
141,Baoshan,46.5586,131.4244,72.55,92,89,5.73,CN,1659015559
142,Diffa,13.3154,12.6113,91.89,41,100,2.19,NE,1659015559
143,Lamar,33.6668,-95.5836,85.98,69,0,11.5,US,1659015559
144,Rosario,-32.9468,-60.6393,51.82,80,0,14.97,AR,1659015305
145,Marsá Maţrūḩ,31.3525,27.2453,88.0,55,0,12.66,EG,1659015560
146,Fort Nelson,58.8053,-122.7002,60.39,94,75,2.3,CA,1659015560
147,Namatanai,-3.6667,152.4333,79.75,79,86,10.74,PG,1659015560
148,Tuktoyaktuk,69.4541,-133.0374,46.4,87,100,10.36,CA,1659015561
149,Walvis Bay,-22.9575,14.5053,57.09,66,3,13.47,NA,1659015561
150,Eenhana,-17.4667,16.3333,85.41,13,32,3.49,NA,1659015561
151,Warrnambool,-38.3833,142.4833,47.14,76,6,7.65,AU,1659015562
152,Colon,8.0313,-72.2605,69.39,62,88,1.77,VE,1659015562
153,Bayjī,34.9311,43.487,110.53,5,0,17.0,IQ,1659015562
154,Davila,18.4726,120.5763,83.12,77,99,4.25,PH,1659015563
155,Tiznit Province,29.5833,-9.5,86.32,37,0,9.93,MA,1659015563
156,Aksarka,66.5606,67.7975,76.3,44,55,5.66,RU,1659015563
157,Pangnirtung,66.1451,-65.7125,51.8,93,100,5.75,CA,1659015563
158,Aykhal,66.0,111.5,75.42,64,3,5.91,RU,1659015564
159,Khatanga,71.9667,102.5,68.32,51,47,7.65,RU,1659015526
160,Tyrma,50.0833,132.1667,69.49,90,95,1.61,RU,1659015564
161,Tura,25.5198,90.2201,75.06,93,87,2.91,IN,1659015564
162,Aitape,-3.1374,142.3475,78.49,88,36,7.23,PG,1659015565
163,Port Elizabeth,-33.918,25.5701,76.1,75,0,12.66,ZA,1659015565
164,Vestmanna,62.1564,-7.1664,54.52,88,100,13.8,FO,1659015565
165,Bonthe,7.5264,-12.505,79.07,78,98,13.76,SL,1659015566
166,Tigil',57.8,158.6667,43.99,86,52,2.98,RU,1659015566
167,Nome,64.5011,-165.4064,41.07,93,0,3.44,US,1659015566
168,Plettenberg Bay,-34.0527,23.3716,70.61,54,0,4.63,ZA,1659015567
169,Gumdag,39.2061,54.5906,92.61,42,85,16.49,TM,1659015567
170,Shelburne,44.0787,-80.2041,70.25,94,0,11.43,CA,1659015567
171,Airai,-8.9266,125.4092,54.34,87,39,4.38,TL,1659015567
172,Huarmey,-10.0681,-78.1522,63.36,82,58,7.47,PE,1659015568
173,Karratha,-20.7377,116.8463,70.75,70,1,4.16,AU,1659015568
174,Abrau-Dyurso,44.69,37.59,85.46,52,11,10.07,RU,1659015568
175,Waterloo,43.4668,-80.5164,77.59,77,0,9.22,CA,1659015569
176,Husavik,66.0449,-17.3389,59.38,53,6,11.32,IS,1659015569
177,Yumen,40.2833,97.2,86.36,14,40,10.58,CN,1659015569
178,Penzance,50.1186,-5.5371,69.12,60,20,9.22,GB,1659015303
179,Talalayivka,50.9578,31.9209,76.8,38,67,11.18,UA,1659015570
180,Parczew,51.6402,22.9006,75.81,33,52,7.87,PL,1659015570
181,Tual,-5.6667,132.75,78.75,87,47,22.17,ID,1659015570
182,Maragogi,-9.0122,-35.2225,77.7,79,52,10.29,BR,1659015570
183,Formosa,-26.1775,-58.1781,75.18,60,0,11.5,AR,1659015571
184,Korla,41.7597,86.1469,95.29,13,48,3.15,CN,1659015571
185,Prado,-17.3411,-39.2208,76.68,61,18,4.47,BR,1659015572
186,Djibo,14.1022,-1.6306,94.86,38,100,14.52,BF,1659015572
187,Leningradskiy,69.3833,178.4167,33.66,90,99,4.18,RU,1659015572
188,Qui Nhon,13.7667,109.2333,81.57,84,94,5.5,VN,1659015572
189,Tarnogskiy Gorodok,60.4997,43.5761,80.62,57,61,10.47,RU,1659015573
190,Vitória da Conquista,-14.8661,-40.8394,72.55,49,42,4.52,BR,1659015413
191,Mahébourg,-20.4081,57.7,72.25,73,40,10.36,MU,1659015574
192,Vila Velha,-20.3297,-40.2925,78.75,65,0,11.5,BR,1659015574
193,Havelock,34.8791,-76.9013,87.94,79,40,11.5,US,1659015575
194,Esperance,-33.8667,121.9,59.32,52,37,10.49,AU,1659015575
195,Tasiilaq,65.6145,-37.6368,42.96,90,100,5.91,GL,1659015575
196,Camacha,33.0833,-16.3333,72.82,73,75,14.97,PT,1659015290
197,Nantucket,41.2835,-70.0995,80.71,83,0,8.05,US,1659015575
198,Gornopravdinsk,60.05,69.9,66.63,58,100,8.84,RU,1659015576
199,Tautira,-17.7333,-149.15,77.59,72,21,24.74,PF,1659015576
200,Shingū,33.7333,135.9833,78.28,92,53,4.72,JP,1659015485
201,Kaseda-shirakame,31.4167,130.3167,80.37,82,97,14.79,JP,1659015576
202,Vanavara,60.34,102.2797,63.14,95,100,5.19,RU,1659015577
203,Olafsvik,64.8945,-23.7142,49.15,82,100,12.24,IS,1659015577
204,São José da Coroa Grande,-8.8978,-35.1478,77.85,78,46,9.75,BR,1659015577
205,Pokhara,28.2333,83.9833,72.81,91,83,3.11,NP,1659015578
206,Sambava,-14.2667,50.1667,73.6,78,73,9.86,MG,1659015578
207,Constitución,-35.3333,-72.4167,51.94,67,0,7.63,CL,1659015578
208,Sydney Mines,46.2367,-60.2177,75.0,74,40,9.22,CA,1659015578
209,Bumba,2.1833,22.4667,78.75,78,84,4.59,CD,1659015579
210,Bikaner,28.0167,73.3,90.23,57,96,8.48,IN,1659015579
211,Yar-Sale,66.8333,70.8333,71.92,57,97,3.04,RU,1659015579
212,Aklavik,68.2191,-135.0107,48.2,87,100,6.91,CA,1659015580
213,Nchelenge,-9.3451,28.734,79.18,38,91,8.59,ZM,1659015580
214,Mathathane,-22.2687,28.7495,75.13,23,0,16.71,BW,1659015580
215,Stykkisholmur,65.0757,-22.7297,50.92,80,100,10.36,IS,1659015580
216,Solt,46.8007,18.9999,81.95,31,99,0.69,HU,1659015581
217,Ketchikan,55.3422,-131.6461,59.47,82,0,6.91,US,1659015581
218,Marawi,7.9986,124.2928,70.23,92,100,4.5,PH,1659015581
219,Ossora,59.2353,163.0719,49.62,81,94,3.49,RU,1659015582
220,Yellowknife,62.456,-114.3525,61.32,77,75,8.05,CA,1659015582
221,Chilca,-12.5211,-76.7372,62.02,78,86,3.56,PE,1659015582
222,Halifax,44.6453,-63.5724,80.53,64,20,3.0,CA,1659015374
223,Comodoro Rivadavia,-45.8667,-67.5,48.06,43,0,16.11,AR,1659015534
224,Barra de Tecoanapa,16.5167,-98.75,75.42,85,100,4.03,MX,1659015583
225,Cabedelo,-6.9811,-34.8339,81.27,72,30,15.59,BR,1659015583
226,Venustiano Carranza,19.43,-99.0992,59.09,87,75,4.61,MX,1659015583
227,Progreso,21.2833,-89.6667,79.11,76,97,8.25,MX,1659015583
228,Noril'sk,69.3535,88.2027,61.43,57,9,11.56,RU,1659015584
229,Valparaíso,-33.0393,-71.6273,52.03,81,0,9.22,CL,1659015455
230,Yichang,30.7144,111.2847,79.34,90,0,3.22,CN,1659015584
231,Urucará,-2.5364,-57.76,89.53,50,68,1.81,BR,1659015584
232,Turukhansk,65.8167,87.9833,64.83,60,81,13.35,RU,1659015585
233,Pisco,-13.7,-76.2167,60.85,82,100,6.91,PE,1659015585
234,Provideniya,64.3833,-173.3,46.74,95,100,2.39,RU,1659015585
235,Coquimbo,-29.9533,-71.3436,53.33,93,20,3.44,CL,1659015585
236,Jalu,29.0331,21.5482,101.59,14,0,10.22,LY,1659015562
237,Atambua,-9.1061,124.8925,69.08,82,20,7.47,ID,1659015586
238,Menongue,-14.6585,17.691,82.96,9,91,6.49,AO,1659015586
239,Cananéia,-25.0147,-47.9267,77.7,56,60,4.72,BR,1659015586
240,Katsuura,35.1333,140.3,80.06,91,100,14.52,JP,1659015587
241,Saldanha,-33.0117,17.9442,75.25,63,0,13.11,ZA,1659015587
242,Los Llanos de Aridane,28.6585,-17.9182,75.13,77,20,20.71,ES,1659015587
243,Rioblanco,3.5308,-75.6806,61.99,91,100,1.03,CO,1659015587
244,Argelia,2.2556,-77.2488,70.29,84,83,2.26,CO,1659015588
245,Ponta do Sol,32.6667,-17.1,80.71,70,0,0.96,PT,1659015588
246,Kathmandu,27.7167,85.3167,73.62,83,75,8.05,NP,1659015588
247,Poum,-20.2333,164.0167,72.52,68,72,7.02,NC,1659015589
248,Flinders,-34.5833,150.8552,54.18,83,100,5.01,AU,1659015589
249,Mount Isa,-20.7333,139.5,58.77,31,0,6.91,AU,1659015589
250,Gamba,-2.65,10.0,74.08,73,100,7.25,GA,1659015589
251,Lüderitz,-26.6481,15.1594,58.28,76,6,5.61,NA,1659015590
252,Rottenmann,47.5167,14.35,81.43,47,21,7.16,AT,1659015590
253,Tagbac,7.089,125.1567,72.34,95,97,0.83,PH,1659015590
254,Bairiki Village,1.3292,172.9752,80.6,83,20,8.05,KI,1659015590
255,Santa Maria do Suaçuí,-18.1903,-42.4142,76.03,44,0,3.91,BR,1659015591
256,Amahai,-3.3333,128.9167,76.86,91,97,7.56,ID,1659015591
257,Sørland,67.667,12.6934,53.46,66,100,6.91,NO,1659015591
258,Uttaradit,17.6667,100.5,75.16,87,6,2.86,TH,1659015592
259,Almuñécar,36.7339,-3.6907,104.52,64,21,0.72,ES,1659015592
260,Itaituba,-4.2761,-55.9836,87.96,70,0,0.0,BR,1659015592
261,Severo-Kuril'sk,50.6789,156.125,51.84,92,5,6.96,RU,1659015592
262,Vieques,18.425,-65.8329,86.67,74,40,14.97,PR,1659015593
263,Abu Dhabi,24.4667,54.3667,98.71,64,0,12.66,AE,1659015444
264,San Rafael del Sur,11.8485,-86.4384,76.17,71,31,10.29,NI,1659015593
265,Abdulino,53.7,53.6667,72.66,54,7,10.8,RU,1659015593
266,Kargasok,59.0556,80.8572,65.17,71,99,8.95,RU,1659015594
267,Gaya,24.7833,85.0,78.71,94,75,4.61,IN,1659015594
268,Salym,60.0625,71.4789,64.71,62,100,6.13,RU,1659015594
269,Kiruna,67.8557,20.2251,50.92,71,0,10.36,SE,1659015594
270,Gijang,35.2442,129.2139,82.13,95,1,7.83,KR,1659015595
271,Bagn,60.8225,9.5521,68.11,42,88,5.3,NO,1659015595
272,Port Macquarie,-31.4333,152.9167,46.89,81,14,5.93,AU,1659015595
273,La Ronge,55.1001,-105.2842,59.25,72,40,5.75,CA,1659015596
274,Mayo,38.8876,-76.5119,84.76,83,0,0.0,US,1659015596
275,Cherëmukhovo,60.3484,59.9851,72.61,52,1,3.02,RU,1659015596
276,Ahipara,-35.1667,173.1667,55.35,76,33,11.14,NZ,1659015563
277,Tabriz,38.08,46.2919,94.46,17,40,11.5,IR,1659015597
278,Tatarskaya Pishlya,54.0608,44.8998,81.18,51,22,4.43,RU,1659015597
279,Turbat,26.0023,63.044,86.34,67,100,13.31,PK,1659015597
280,Sexsmith,55.35,-118.786,61.95,67,20,4.61,CA,1659015598
281,Kolondiéba,11.0882,-6.8926,87.82,52,79,7.09,ML,1659015598
282,Clarence Town,-32.5833,151.7833,54.81,73,100,3.29,AU,1659015598
283,Castro,-24.7911,-50.0119,72.19,46,67,10.07,BR,1659015599
284,Kenai,60.5544,-151.2583,53.15,97,0,3.44,US,1659015599
285,Tecolutla,20.4833,-97.0167,76.86,83,19,5.66,MX,1659015599
286,Vao,-22.6667,167.4833,69.19,69,0,9.95,NC,1659015599
287,Altay,47.8667,88.1167,75.4,28,85,7.67,CN,1659015600
288,Coyhaique,-45.5752,-72.0662,42.75,61,75,5.75,CL,1659015489
289,Nelson Bay,-32.7167,152.15,54.0,82,100,7.0,AU,1659015434
290,Carutapera,-1.195,-46.02,83.62,73,44,5.99,BR,1659015600
291,‘Āhuimanu,21.4447,-157.8378,76.71,79,75,5.75,US,1659015601
292,Vostok,46.4856,135.8833,67.01,87,100,3.83,RU,1659015601
293,Lao Cai,22.4833,103.95,80.35,85,100,1.97,VN,1659015601
294,Slave Lake,55.2834,-114.769,60.78,94,0,8.05,CA,1659015465
295,Esim,4.8699,-2.2405,80.06,68,57,12.57,GH,1659015601
296,Antalaha,-14.9003,50.2788,73.26,79,35,9.28,MG,1659015602
297,Kirtipur,27.6667,85.2833,73.33,83,75,8.05,NP,1659015602
298,Parkes,-33.1333,148.1833,49.35,79,100,3.36,AU,1659015602
299,Chernolesskoye,44.7156,43.7133,87.64,29,1,5.53,RU,1659015603
300,Litovko,49.2361,135.1742,71.62,93,97,3.24,RU,1659015603
301,Kalabo,-14.97,22.6814,83.23,15,52,5.28,ZM,1659015603
302,Cam Ranh,11.9214,109.1591,84.16,74,20,3.44,VN,1659015604
303,Baykit,61.67,96.37,65.53,92,82,3.98,RU,1659015604
304,Marystown,47.1666,-55.1483,69.85,100,57,2.57,CA,1659015604
305,Kruisfontein,-34.0033,24.7314,73.89,46,0,5.26,ZA,1659015605
306,Usinsk,65.9939,57.5281,77.7,38,29,13.33,RU,1659015605
307,Scarborough,54.2797,-0.4044,67.57,70,100,7.0,GB,1659015605
308,Oranjestad,12.524,-70.027,84.15,70,20,18.41,AW,1659015606
309,Brae,60.3964,-1.353,58.48,70,96,8.37,GB,1659015606
310,Bariloche,-41.1456,-71.3082,40.75,65,20,18.41,AR,1659015606
311,Darhan,49.4867,105.9228,55.47,77,3,0.67,MN,1659015456
312,Chokurdakh,70.6333,147.9167,47.19,56,76,10.16,RU,1659015607
313,Kosa,59.9445,54.9977,73.74,54,59,2.51,RU,1659015607
314,Ingleside,27.8778,-97.2117,87.03,79,0,10.36,US,1659015447
315,Quatre Cocos,-20.2078,57.7625,72.09,74,13,9.82,MU,1659015525
316,Hambantota,6.1241,81.1185,79.14,100,75,1.14,LK,1659015607
317,Nueva Guinea,11.6876,-84.4562,75.63,91,47,6.42,NI,1659015608
318,Oxelösund,58.6706,17.1015,69.89,40,0,6.91,SE,1659015608
319,Kloulklubed,7.0419,134.2556,75.7,72,100,8.77,PW,1659015608
320,Bambous Virieux,-20.3428,57.7575,72.21,73,40,10.36,MU,1659015608
321,Anjār,23.1333,70.0167,86.22,62,89,16.53,IN,1659015609
322,Henties Bay,-22.116,14.2845,59.18,73,4,10.92,NA,1659015609
323,Maniitsoq,65.4167,-52.9,40.84,88,100,3.36,GL,1659015609
324,Sikasso,10.9167,-7.0,87.21,53,91,6.91,ML,1659015610
325,Gushikawa,26.3544,127.8686,83.79,83,20,14.97,JP,1659015611
326,La Fria,8.2203,-72.2439,77.11,68,69,2.3,VE,1659015611
327,Lompoc,34.6391,-120.4579,57.6,90,100,10.0,US,1659015612
328,Launceston,-41.45,147.1667,40.15,87,40,6.91,AU,1659015612
329,Muros,42.7762,-9.0603,75.09,61,78,9.71,ES,1659015613
330,Bubaque,11.2833,-15.8333,80.49,78,68,11.21,GW,1659015613
331,Dunn,44.95,-91.8835,64.53,77,40,11.5,US,1659015614
332,Tuatapere,-46.1333,167.6833,43.16,92,100,4.34,NZ,1659015614
333,Ramnagar,29.4,79.1167,82.85,68,100,4.68,IN,1659015615
334,Richmond,37.5538,-77.4603,85.19,79,75,5.75,US,1659015464
335,Vigeland,58.0844,7.305,69.89,69,6,11.77,NO,1659015615
336,Sisimiut,66.9395,-53.6735,43.65,80,100,6.22,GL,1659015616
337,Pedernales,18.0384,-71.744,83.82,59,68,1.72,DO,1659015616
338,Norman Wells,65.282,-126.8329,46.44,93,20,0.0,CA,1659015617
339,Ilhabela,-23.7781,-45.3581,80.04,46,33,2.08,BR,1659015420
340,Fare,-16.7,-151.0167,78.37,75,14,25.81,PF,1659015617
341,Caiapônia,-16.9567,-51.8103,82.09,21,0,8.08,BR,1659015618
342,Banyo,6.75,11.8167,73.87,83,95,1.88,CM,1659015618
343,Amazar,53.858,120.875,63.23,96,100,0.54,RU,1659015535
344,Coxim,-18.5067,-54.76,87.82,20,0,6.15,BR,1659015618
345,Eyl,7.9803,49.8164,82.24,60,80,26.71,SO,1659015619
346,Dongning,44.0622,131.1207,68.63,93,100,3.31,CN,1659015619
347,Bonfim,3.0833,-59.95,81.77,74,31,3.94,BR,1659015619
348,Grand-Lahou,5.1367,-5.0242,79.81,66,24,12.03,CI,1659015620
349,East London,-33.0153,27.9116,68.94,73,0,19.57,ZA,1659015620
350,Jati,24.3539,68.2671,85.44,68,41,17.18,PK,1659015620
351,Bathsheba,13.2167,-59.5167,86.61,80,40,20.71,BB,1659015621
352,Qeshm,26.9581,56.2719,91.29,72,99,17.94,IR,1659015352
353,Krasnyy Chikoy,50.3643,108.7512,52.83,90,100,3.71,RU,1659015621
354,Ancud,-41.8697,-73.8203,44.87,87,90,0.4,CL,1659015547
355,Mokhsogollokh,61.4681,128.9203,69.71,67,5,0.34,RU,1659015621
356,Moshkovo,55.3053,83.6104,67.35,66,95,6.46,RU,1659015622
